1.289000e+04	0.000000e+00
1.315000e+04	5.916350e-08
1.341000e+04	1.271000e-07
1.368000e+04	0.000000e+00
1.397000e+04	0.000000e+00
1.418000e+04	1.710650e-05
1.440000e+04	5.110740e-04
1.462000e+04	2.765820e-03
1.478000e+04	8.088270e-03
1.486000e+04	2.873560e-02
1.493000e+04	8.711470e-02
1.504000e+04	2.014490e-01
1.515000e+04	4.381590e-01
1.528000e+04	6.863570e-01
1.539000e+04	8.180760e-01
1.546000e+04	8.820730e-01
1.551000e+04	9.118250e-01
1.556000e+04	9.268720e-01
1.565000e+04	9.292880e-01
1.572000e+04	8.727470e-01
1.577000e+04	8.566190e-01
1.583000e+04	8.825560e-01
1.592000e+04	9.180840e-01
1.597000e+04	9.266540e-01
1.602000e+04	9.075940e-01
1.613000e+04	9.259740e-01
1.619000e+04	9.204960e-01
1.628000e+04	9.241980e-01
1.633000e+04	9.235330e-01
1.642000e+04	9.417880e-01
1.648000e+04	9.491340e-01
1.657000e+04	9.806580e-01
1.659000e+04	9.937440e-01
1.671000e+04	1.000000e+00
1.684000e+04	9.560520e-01
1.701000e+04	9.241160e-01
1.715000e+04	9.821200e-01
1.727000e+04	9.915890e-01
1.739000e+04	9.886830e-01
1.746000e+04	9.791680e-01
1.751000e+04	9.681840e-01
1.753000e+04	9.370400e-01
1.756000e+04	9.189980e-01
1.764000e+04	8.422640e-01
1.775000e+04	6.671110e-01
1.785000e+04	2.694020e-01
1.790000e+04	4.516300e-01
1.796000e+04	1.730620e-01
1.803000e+04	1.077260e-01
1.810000e+04	7.070030e-02
1.813000e+04	5.109450e-03
1.818000e+04	1.997050e-02
1.828000e+04	3.919340e-04
1.835000e+04	1.530530e-06
1.850000e+04	5.945810e-05
1.871000e+04	0.000000e+00
1.893000e+04	3.050880e-05
1.914000e+04	0.000000e+00
