 3.73321e+04  1.21100e-03
 3.74669e+04  1.19700e-03
 3.76028e+04  8.58000e-04
 3.77396e+04  4.74000e-04
 3.78775e+04  1.57000e-04
 3.80163e+04  6.33000e-04
 3.81562e+04  8.12000e-04
 3.82971e+04  1.36100e-03
 3.84390e+04  1.19100e-03
 3.85820e+04  1.02100e-03
 3.87261e+04  4.51000e-04
 3.88712e+04  2.26000e-04
 3.90175e+04  1.62400e-03
 3.91648e+04  5.16300e-03
 3.93133e+04  1.23700e-02
 3.94629e+04  2.58100e-02
 3.96136e+04  5.48100e-02
 3.97655e+04  1.17500e-01
 3.99186e+04  2.28100e-01
 4.00728e+04  3.39000e-01
 4.02283e+04  3.83700e-01
 4.03849e+04  3.78100e-01
 4.05428e+04  3.56800e-01
 4.07019e+04  3.36700e-01
 4.08623e+04  3.26200e-01
 4.10239e+04  3.28300e-01
 4.11868e+04  3.44800e-01
 4.13511e+04  3.76400e-01
 4.15166e+04  4.18100e-01
 4.16835e+04  4.54500e-01
 4.18517e+04  4.79800e-01
 4.20213e+04  4.94800e-01
 4.21922e+04  4.97200e-01
 4.23646e+04  4.88300e-01
 4.25383e+04  4.74900e-01
 4.27135e+04  4.66400e-01
 4.28902e+04  4.66200e-01
 4.30683e+04  4.80700e-01
 4.32479e+04  4.95400e-01
 4.34290e+04  5.09000e-01
 4.36116e+04  5.16200e-01
 4.37958e+04  5.27900e-01
 4.39815e+04  5.39100e-01
 4.41689e+04  5.47300e-01
 4.43578e+04  5.48100e-01
 4.45483e+04  5.44300e-01
 4.47405e+04  5.37500e-01
 4.49343e+04  5.29700e-01
 4.51299e+04  5.16500e-01
 4.53271e+04  5.08200e-01
 4.55261e+04  5.04000e-01
 4.57268e+04  5.01800e-01
 4.59293e+04  4.93900e-01
 4.61337e+04  4.83600e-01
 4.63398e+04  4.69700e-01
 4.65478e+04  4.75100e-01
 4.67576e+04  4.86300e-01
 4.69694e+04  4.95500e-01
 4.71831e+04  4.96600e-01
 4.73987e+04  4.85300e-01
 4.76164e+04  4.70700e-01
 4.78360e+04  4.54300e-01
 4.80577e+04  4.45200e-01
 4.82814e+04  4.40500e-01
 4.85072e+04  4.40900e-01
 4.87352e+04  4.41100e-01
 4.89653e+04  4.44600e-01
 4.91976e+04  4.41900e-01
 4.94321e+04  4.10800e-01
 4.96688e+04  3.76400e-01
 4.99078e+04  3.68600e-01
 5.01492e+04  1.92700e-01
 5.03928e+04  2.73500e-02
 5.06389e+04  1.99300e-03
 5.08874e+04  3.00000e-04
 5.11383e+04  9.60000e-05
 5.13917e+04  2.65000e-04
 5.16476e+04  4.58000e-04
 5.19061e+04  4.11000e-04
 5.21672e+04  4.02000e-04
