1.062000e+04	0.000000e+00
1.066000e+04	4.070680e-04
1.070000e+04	1.542930e-03
1.075000e+04	2.670130e-03
1.078000e+04	5.506430e-03
1.082000e+04	1.225320e-02
1.084000e+04	2.029280e-02
1.087000e+04	3.064700e-02
1.089000e+04	4.051350e-02
1.093000e+04	5.153240e-02
1.096000e+04	5.635290e-02
1.102000e+04	7.180730e-02
1.105000e+04	2.736030e-01
1.107000e+04	3.409970e-01
1.109000e+04	3.584460e-01
1.112000e+04	3.801340e-01
1.116000e+04	3.306680e-01
1.117000e+04	2.395480e-01
1.120000e+04	2.500620e-01
1.123000e+04	2.833010e-01
1.128000e+04	2.582330e-01
1.129000e+04	2.514740e-01
1.132000e+04	5.381190e-01
1.134000e+04	2.231680e-01
1.138000e+04	5.368930e-01
1.140000e+04	1.102030e-01
1.143000e+04	5.292070e-01
1.147000e+04	2.619400e-01
1.154000e+04	3.201550e-01
1.159000e+04	1.743000e-01
1.164000e+04	6.070310e-01
1.167000e+04	6.179330e-01
1.170000e+04	6.762890e-01
1.173000e+04	7.279400e-01
1.175000e+04	7.465310e-01
1.179000e+04	8.304040e-01
1.182000e+04	7.903070e-01
1.186000e+04	8.096050e-01
1.188000e+04	8.368880e-01
1.192000e+04	8.359840e-01
1.195000e+04	7.499360e-01
1.199000e+04	7.080130e-01
1.202000e+04	6.987590e-01
1.209000e+04	7.048540e-01
1.216000e+04	7.003820e-01
1.221000e+04	7.327650e-01
1.227000e+04	7.057250e-01
1.231000e+04	8.424310e-01
1.236000e+04	9.218730e-01
1.240000e+04	9.525050e-01
1.244000e+04	9.675850e-01
1.247000e+04	9.595080e-01
1.253000e+04	9.226970e-01
1.255000e+04	8.929780e-01
1.258000e+04	8.529430e-01
1.260000e+04	8.023080e-01
1.265000e+04	7.500780e-01
1.270000e+04	6.780720e-01
1.275000e+04	6.524170e-01
1.279000e+04	6.387540e-01
1.286000e+04	6.424130e-01
1.292000e+04	6.485600e-01
1.297000e+04	6.823800e-01
1.302000e+04	7.529030e-01
1.305000e+04	7.759420e-01
1.307000e+04	8.118280e-01
1.310000e+04	7.770080e-01
1.313000e+04	7.210300e-01
1.316000e+04	9.524590e-01
1.319000e+04	8.551370e-01
1.323000e+04	8.414010e-01
1.326000e+04	1.000000e+00
1.330000e+04	8.947360e-01
1.333000e+04	8.549120e-01
1.334000e+04	5.378940e-01
1.336000e+04	2.798660e-01
1.339000e+04	9.065320e-01
1.343000e+04	6.893450e-01
1.346000e+04	5.533270e-01
1.349000e+04	2.431770e-01
1.353000e+04	1.437600e-02
1.355000e+04	1.892900e-04
1.360000e+04	4.007910e-02
1.363000e+04	4.535950e-03
1.370000e+04	3.199680e-04
1.373000e+04	3.721680e-02
1.377000e+04	5.384360e-04
1.383000e+04	0.000000e+00
1.388000e+04	1.444430e-04
1.392000e+04	3.297740e-03
1.395000e+04	3.144380e-04
1.396000e+04	8.477380e-03
1.397000e+04	2.537310e-02
1.398000e+04	1.184460e-01
1.400000e+04	1.357280e-04
1.401000e+04	6.104380e-05
1.402000e+04	5.213260e-02
1.404000e+04	1.037680e-02
1.406000e+04	4.780500e-02
1.407000e+04	4.197270e-04
1.410000e+04	2.366410e-03
1.412000e+04	5.261080e-03
1.416000e+04	8.647650e-03
1.421000e+04	7.288680e-04
1.426000e+04	3.483990e-04
1.442000e+04	3.781450e-04
1.450000e+04	0.000000e+00
